hour,day,weekday,weekday_number,week,monthday,month,quarter,season,weekhour
1,1,Monday,1,1,1,January,1,winter,1
2,1,Monday,1,1,1,January,1,winter,2
3,1,Monday,1,1,1,January,1,winter,3
4,1,Monday,1,1,1,January,1,winter,4
5,1,Monday,1,1,1,January,1,winter,5
6,1,Monday,1,1,1,January,1,winter,6
7,1,Monday,1,1,1,January,1,winter,7
8,1,Monday,1,1,1,January,1,winter,8
9,1,Monday,1,1,1,January,1,winter,9
10,1,Monday,1,1,1,January,1,winter,10
11,1,Monday,1,1,1,January,1,winter,11
12,1,Monday,1,1,1,January,1,winter,12
13,1,Monday,1,1,1,January,1,winter,13
14,1,Monday,1,1,1,January,1,winter,14
15,1,Monday,1,1,1,January,1,winter,15
16,1,Monday,1,1,1,January,1,winter,16
17,1,Monday,1,1,1,January,1,winter,17
18,1,Monday,1,1,1,January,1,winter,18
19,1,Monday,1,1,1,January,1,winter,19
20,1,Monday,1,1,1,January,1,winter,20
21,1,Monday,1,1,1,January,1,winter,21
22,1,Monday,1,1,1,January,1,winter,22
23,1,Monday,1,1,1,January,1,winter,23
24,1,Monday,1,1,1,January,1,winter,24
25,2,Tuesday,2,1,2,January,1,winter,25
26,2,Tuesday,2,1,2,January,1,winter,26
27,2,Tuesday,2,1,2,January,1,winter,27
28,2,Tuesday,2,1,2,January,1,winter,28
29,2,Tuesday,2,1,2,January,1,winter,29
30,2,Tuesday,2,1,2,January,1,winter,30
31,2,Tuesday,2,1,2,January,1,winter,31
32,2,Tuesday,2,1,2,January,1,winter,32
33,2,Tuesday,2,1,2,January,1,winter,33
34,2,Tuesday,2,1,2,January,1,winter,34
35,2,Tuesday,2,1,2,January,1,winter,35
36,2,Tuesday,2,1,2,January,1,winter,36
37,2,Tuesday,2,1,2,January,1,winter,37
38,2,Tuesday,2,1,2,January,1,winter,38
39,2,Tuesday,2,1,2,January,1,winter,39
40,2,Tuesday,2,1,2,January,1,winter,40
41,2,Tuesday,2,1,2,January,1,winter,41
42,2,Tuesday,2,1,2,January,1,winter,42
43,2,Tuesday,2,1,2,January,1,winter,43
44,2,Tuesday,2,1,2,January,1,winter,44
45,2,Tuesday,2,1,2,January,1,winter,45
46,2,Tuesday,2,1,2,January,1,winter,46
47,2,Tuesday,2,1,2,January,1,winter,47
48,2,Tuesday,2,1,2,January,1,winter,48
49,3,Wednesday,3,1,3,January,1,winter,49
50,3,Wednesday,3,1,3,January,1,winter,50
51,3,Wednesday,3,1,3,January,1,winter,51
52,3,Wednesday,3,1,3,January,1,winter,52
53,3,Wednesday,3,1,3,January,1,winter,53
54,3,Wednesday,3,1,3,January,1,winter,54
55,3,Wednesday,3,1,3,January,1,winter,55
56,3,Wednesday,3,1,3,January,1,winter,56
57,3,Wednesday,3,1,3,January,1,winter,57
58,3,Wednesday,3,1,3,January,1,winter,58
59,3,Wednesday,3,1,3,January,1,winter,59
60,3,Wednesday,3,1,3,January,1,winter,60
61,3,Wednesday,3,1,3,January,1,winter,61
62,3,Wednesday,3,1,3,January,1,winter,62
63,3,Wednesday,3,1,3,January,1,winter,63
64,3,Wednesday,3,1,3,January,1,winter,64
65,3,Wednesday,3,1,3,January,1,winter,65
66,3,Wednesday,3,1,3,January,1,winter,66
67,3,Wednesday,3,1,3,January,1,winter,67
68,3,Wednesday,3,1,3,January,1,winter,68
69,3,Wednesday,3,1,3,January,1,winter,69
70,3,Wednesday,3,1,3,January,1,winter,70
71,3,Wednesday,3,1,3,January,1,winter,71
72,3,Wednesday,3,1,3,January,1,winter,72
73,4,Thursday,4,1,4,January,1,winter,73
74,4,Thursday,4,1,4,January,1,winter,74
75,4,Thursday,4,1,4,January,1,winter,75
76,4,Thursday,4,1,4,January,1,winter,76
77,4,Thursday,4,1,4,January,1,winter,77
78,4,Thursday,4,1,4,January,1,winter,78
79,4,Thursday,4,1,4,January,1,winter,79
80,4,Thursday,4,1,4,January,1,winter,80
81,4,Thursday,4,1,4,January,1,winter,81
82,4,Thursday,4,1,4,January,1,winter,82
83,4,Thursday,4,1,4,January,1,winter,83
84,4,Thursday,4,1,4,January,1,winter,84
85,4,Thursday,4,1,4,January,1,winter,85
86,4,Thursday,4,1,4,January,1,winter,86
87,4,Thursday,4,1,4,January,1,winter,87
88,4,Thursday,4,1,4,January,1,winter,88
89,4,Thursday,4,1,4,January,1,winter,89
90,4,Thursday,4,1,4,January,1,winter,90
91,4,Thursday,4,1,4,January,1,winter,91
92,4,Thursday,4,1,4,January,1,winter,92
93,4,Thursday,4,1,4,January,1,winter,93
94,4,Thursday,4,1,4,January,1,winter,94
95,4,Thursday,4,1,4,January,1,winter,95
96,4,Thursday,4,1,4,January,1,winter,96
97,5,Friday,5,1,5,January,1,winter,97
98,5,Friday,5,1,5,January,1,winter,98
99,5,Friday,5,1,5,January,1,winter,99
100,5,Friday,5,1,5,January,1,winter,100
101,5,Friday,5,1,5,January,1,winter,101
102,5,Friday,5,1,5,January,1,winter,102
103,5,Friday,5,1,5,January,1,winter,103
104,5,Friday,5,1,5,January,1,winter,104
105,5,Friday,5,1,5,January,1,winter,105
106,5,Friday,5,1,5,January,1,winter,106
107,5,Friday,5,1,5,January,1,winter,107
108,5,Friday,5,1,5,January,1,winter,108
109,5,Friday,5,1,5,January,1,winter,109
110,5,Friday,5,1,5,January,1,winter,110
111,5,Friday,5,1,5,January,1,winter,111
112,5,Friday,5,1,5,January,1,winter,112
113,5,Friday,5,1,5,January,1,winter,113
114,5,Friday,5,1,5,January,1,winter,114
115,5,Friday,5,1,5,January,1,winter,115
116,5,Friday,5,1,5,January,1,winter,116
117,5,Friday,5,1,5,January,1,winter,117
118,5,Friday,5,1,5,January,1,winter,118
119,5,Friday,5,1,5,January,1,winter,119
120,5,Friday,5,1,5,January,1,winter,120
121,6,Saturday,6,1,6,January,1,winter,121
122,6,Saturday,6,1,6,January,1,winter,122
123,6,Saturday,6,1,6,January,1,winter,123
124,6,Saturday,6,1,6,January,1,winter,124
125,6,Saturday,6,1,6,January,1,winter,125
126,6,Saturday,6,1,6,January,1,winter,126
127,6,Saturday,6,1,6,January,1,winter,127
128,6,Saturday,6,1,6,January,1,winter,128
129,6,Saturday,6,1,6,January,1,winter,129
130,6,Saturday,6,1,6,January,1,winter,130
131,6,Saturday,6,1,6,January,1,winter,131
132,6,Saturday,6,1,6,January,1,winter,132
133,6,Saturday,6,1,6,January,1,winter,133
134,6,Saturday,6,1,6,January,1,winter,134
135,6,Saturday,6,1,6,January,1,winter,135
136,6,Saturday,6,1,6,January,1,winter,136
137,6,Saturday,6,1,6,January,1,winter,137
138,6,Saturday,6,1,6,January,1,winter,138
139,6,Saturday,6,1,6,January,1,winter,139
140,6,Saturday,6,1,6,January,1,winter,140
141,6,Saturday,6,1,6,January,1,winter,141
142,6,Saturday,6,1,6,January,1,winter,142
143,6,Saturday,6,1,6,January,1,winter,143
144,6,Saturday,6,1,6,January,1,winter,144
145,7,Sunday,7,1,7,January,1,winter,145
146,7,Sunday,7,1,7,January,1,winter,146
147,7,Sunday,7,1,7,January,1,winter,147
148,7,Sunday,7,1,7,January,1,winter,148
149,7,Sunday,7,1,7,January,1,winter,149
150,7,Sunday,7,1,7,January,1,winter,150
151,7,Sunday,7,1,7,January,1,winter,151
152,7,Sunday,7,1,7,January,1,winter,152
153,7,Sunday,7,1,7,January,1,winter,153
154,7,Sunday,7,1,7,January,1,winter,154
155,7,Sunday,7,1,7,January,1,winter,155
156,7,Sunday,7,1,7,January,1,winter,156
157,7,Sunday,7,1,7,January,1,winter,157
158,7,Sunday,7,1,7,January,1,winter,158
159,7,Sunday,7,1,7,January,1,winter,159
160,7,Sunday,7,1,7,January,1,winter,160
161,7,Sunday,7,1,7,January,1,winter,161
162,7,Sunday,7,1,7,January,1,winter,162
163,7,Sunday,7,1,7,January,1,winter,163
164,7,Sunday,7,1,7,January,1,winter,164
165,7,Sunday,7,1,7,January,1,winter,165
166,7,Sunday,7,1,7,January,1,winter,166
167,7,Sunday,7,1,7,January,1,winter,167
168,7,Sunday,7,1,7,January,1,winter,168
169,8,Monday,1,2,8,January,1,winter,1
170,8,Monday,1,2,8,January,1,winter,2
171,8,Monday,1,2,8,January,1,winter,3
172,8,Monday,1,2,8,January,1,winter,4
173,8,Monday,1,2,8,January,1,winter,5
174,8,Monday,1,2,8,January,1,winter,6
175,8,Monday,1,2,8,January,1,winter,7
176,8,Monday,1,2,8,January,1,winter,8
177,8,Monday,1,2,8,January,1,winter,9
178,8,Monday,1,2,8,January,1,winter,10
179,8,Monday,1,2,8,January,1,winter,11
180,8,Monday,1,2,8,January,1,winter,12
181,8,Monday,1,2,8,January,1,winter,13
182,8,Monday,1,2,8,January,1,winter,14
183,8,Monday,1,2,8,January,1,winter,15
184,8,Monday,1,2,8,January,1,winter,16
185,8,Monday,1,2,8,January,1,winter,17
186,8,Monday,1,2,8,January,1,winter,18
187,8,Monday,1,2,8,January,1,winter,19
188,8,Monday,1,2,8,January,1,winter,20
189,8,Monday,1,2,8,January,1,winter,21
190,8,Monday,1,2,8,January,1,winter,22
191,8,Monday,1,2,8,January,1,winter,23
192,8,Monday,1,2,8,January,1,winter,24
193,9,Tuesday,2,2,9,January,1,winter,25
194,9,Tuesday,2,2,9,January,1,winter,26
195,9,Tuesday,2,2,9,January,1,winter,27
196,9,Tuesday,2,2,9,January,1,winter,28
197,9,Tuesday,2,2,9,January,1,winter,29
198,9,Tuesday,2,2,9,January,1,winter,30
199,9,Tuesday,2,2,9,January,1,winter,31
200,9,Tuesday,2,2,9,January,1,winter,32
201,9,Tuesday,2,2,9,January,1,winter,33
202,9,Tuesday,2,2,9,January,1,winter,34
203,9,Tuesday,2,2,9,January,1,winter,35
204,9,Tuesday,2,2,9,January,1,winter,36
205,9,Tuesday,2,2,9,January,1,winter,37
206,9,Tuesday,2,2,9,January,1,winter,38
207,9,Tuesday,2,2,9,January,1,winter,39
208,9,Tuesday,2,2,9,January,1,winter,40
209,9,Tuesday,2,2,9,January,1,winter,41
210,9,Tuesday,2,2,9,January,1,winter,42
211,9,Tuesday,2,2,9,January,1,winter,43
212,9,Tuesday,2,2,9,January,1,winter,44
213,9,Tuesday,2,2,9,January,1,winter,45
214,9,Tuesday,2,2,9,January,1,winter,46
215,9,Tuesday,2,2,9,January,1,winter,47
216,9,Tuesday,2,2,9,January,1,winter,48
217,10,Wednesday,3,2,10,January,1,winter,49
218,10,Wednesday,3,2,10,January,1,winter,50
219,10,Wednesday,3,2,10,January,1,winter,51
220,10,Wednesday,3,2,10,January,1,winter,52
221,10,Wednesday,3,2,10,January,1,winter,53
222,10,Wednesday,3,2,10,January,1,winter,54
223,10,Wednesday,3,2,10,January,1,winter,55
224,10,Wednesday,3,2,10,January,1,winter,56
225,10,Wednesday,3,2,10,January,1,winter,57
226,10,Wednesday,3,2,10,January,1,winter,58
227,10,Wednesday,3,2,10,January,1,winter,59
228,10,Wednesday,3,2,10,January,1,winter,60
229,10,Wednesday,3,2,10,January,1,winter,61
230,10,Wednesday,3,2,10,January,1,winter,62
231,10,Wednesday,3,2,10,January,1,winter,63
232,10,Wednesday,3,2,10,January,1,winter,64
233,10,Wednesday,3,2,10,January,1,winter,65
234,10,Wednesday,3,2,10,January,1,winter,66
235,10,Wednesday,3,2,10,January,1,winter,67
236,10,Wednesday,3,2,10,January,1,winter,68
237,10,Wednesday,3,2,10,January,1,winter,69
238,10,Wednesday,3,2,10,January,1,winter,70
239,10,Wednesday,3,2,10,January,1,winter,71
240,10,Wednesday,3,2,10,January,1,winter,72
241,11,Thursday,4,2,11,January,1,winter,73
242,11,Thursday,4,2,11,January,1,winter,74
243,11,Thursday,4,2,11,January,1,winter,75
244,11,Thursday,4,2,11,January,1,winter,76
245,11,Thursday,4,2,11,January,1,winter,77
246,11,Thursday,4,2,11,January,1,winter,78
247,11,Thursday,4,2,11,January,1,winter,79
248,11,Thursday,4,2,11,January,1,winter,80
249,11,Thursday,4,2,11,January,1,winter,81
250,11,Thursday,4,2,11,January,1,winter,82
251,11,Thursday,4,2,11,January,1,winter,83
252,11,Thursday,4,2,11,January,1,winter,84
253,11,Thursday,4,2,11,January,1,winter,85
254,11,Thursday,4,2,11,January,1,winter,86
255,11,Thursday,4,2,11,January,1,winter,87
256,11,Thursday,4,2,11,January,1,winter,88
257,11,Thursday,4,2,11,January,1,winter,89
258,11,Thursday,4,2,11,January,1,winter,90
259,11,Thursday,4,2,11,January,1,winter,91
260,11,Thursday,4,2,11,January,1,winter,92
261,11,Thursday,4,2,11,January,1,winter,93
262,11,Thursday,4,2,11,January,1,winter,94
263,11,Thursday,4,2,11,January,1,winter,95
264,11,Thursday,4,2,11,January,1,winter,96
265,12,Friday,5,2,12,January,1,winter,97
266,12,Friday,5,2,12,January,1,winter,98
267,12,Friday,5,2,12,January,1,winter,99
268,12,Friday,5,2,12,January,1,winter,100
269,12,Friday,5,2,12,January,1,winter,101
270,12,Friday,5,2,12,January,1,winter,102
271,12,Friday,5,2,12,January,1,winter,103
272,12,Friday,5,2,12,January,1,winter,104
273,12,Friday,5,2,12,January,1,winter,105
274,12,Friday,5,2,12,January,1,winter,106
275,12,Friday,5,2,12,January,1,winter,107
276,12,Friday,5,2,12,January,1,winter,108
277,12,Friday,5,2,12,January,1,winter,109
278,12,Friday,5,2,12,January,1,winter,110
279,12,Friday,5,2,12,January,1,winter,111
280,12,Friday,5,2,12,January,1,winter,112
281,12,Friday,5,2,12,January,1,winter,113
282,12,Friday,5,2,12,January,1,winter,114
283,12,Friday,5,2,12,January,1,winter,115
284,12,Friday,5,2,12,January,1,winter,116
285,12,Friday,5,2,12,January,1,winter,117
286,12,Friday,5,2,12,January,1,winter,118
287,12,Friday,5,2,12,January,1,winter,119
288,12,Friday,5,2,12,January,1,winter,120
289,13,Saturday,6,2,13,January,1,winter,121
290,13,Saturday,6,2,13,January,1,winter,122
291,13,Saturday,6,2,13,January,1,winter,123
292,13,Saturday,6,2,13,January,1,winter,124
293,13,Saturday,6,2,13,January,1,winter,125
294,13,Saturday,6,2,13,January,1,winter,126
295,13,Saturday,6,2,13,January,1,winter,127
296,13,Saturday,6,2,13,January,1,winter,128
297,13,Saturday,6,2,13,January,1,winter,129
298,13,Saturday,6,2,13,January,1,winter,130
299,13,Saturday,6,2,13,January,1,winter,131
300,13,Saturday,6,2,13,January,1,winter,132
301,13,Saturday,6,2,13,January,1,winter,133
302,13,Saturday,6,2,13,January,1,winter,134
303,13,Saturday,6,2,13,January,1,winter,135
304,13,Saturday,6,2,13,January,1,winter,136
305,13,Saturday,6,2,13,January,1,winter,137
306,13,Saturday,6,2,13,January,1,winter,138
307,13,Saturday,6,2,13,January,1,winter,139
308,13,Saturday,6,2,13,January,1,winter,140
309,13,Saturday,6,2,13,January,1,winter,141
310,13,Saturday,6,2,13,January,1,winter,142
311,13,Saturday,6,2,13,January,1,winter,143
312,13,Saturday,6,2,13,January,1,winter,144
313,14,Sunday,7,2,14,January,1,winter,145
314,14,Sunday,7,2,14,January,1,winter,146
315,14,Sunday,7,2,14,January,1,winter,147
316,14,Sunday,7,2,14,January,1,winter,148
317,14,Sunday,7,2,14,January,1,winter,149
318,14,Sunday,7,2,14,January,1,winter,150
319,14,Sunday,7,2,14,January,1,winter,151
320,14,Sunday,7,2,14,January,1,winter,152
321,14,Sunday,7,2,14,January,1,winter,153
322,14,Sunday,7,2,14,January,1,winter,154
323,14,Sunday,7,2,14,January,1,winter,155
324,14,Sunday,7,2,14,January,1,winter,156
325,14,Sunday,7,2,14,January,1,winter,157
326,14,Sunday,7,2,14,January,1,winter,158
327,14,Sunday,7,2,14,January,1,winter,159
328,14,Sunday,7,2,14,January,1,winter,160
329,14,Sunday,7,2,14,January,1,winter,161
330,14,Sunday,7,2,14,January,1,winter,162
331,14,Sunday,7,2,14,January,1,winter,163
332,14,Sunday,7,2,14,January,1,winter,164
333,14,Sunday,7,2,14,January,1,winter,165
334,14,Sunday,7,2,14,January,1,winter,166
335,14,Sunday,7,2,14,January,1,winter,167
336,14,Sunday,7,2,14,January,1,winter,168
337,15,Monday,1,3,15,January,1,winter,1
338,15,Monday,1,3,15,January,1,winter,2
339,15,Monday,1,3,15,January,1,winter,3
340,15,Monday,1,3,15,January,1,winter,4
341,15,Monday,1,3,15,January,1,winter,5
342,15,Monday,1,3,15,January,1,winter,6
343,15,Monday,1,3,15,January,1,winter,7
344,15,Monday,1,3,15,January,1,winter,8
345,15,Monday,1,3,15,January,1,winter,9
346,15,Monday,1,3,15,January,1,winter,10
347,15,Monday,1,3,15,January,1,winter,11
348,15,Monday,1,3,15,January,1,winter,12
349,15,Monday,1,3,15,January,1,winter,13
350,15,Monday,1,3,15,January,1,winter,14
351,15,Monday,1,3,15,January,1,winter,15
352,15,Monday,1,3,15,January,1,winter,16
353,15,Monday,1,3,15,January,1,winter,17
354,15,Monday,1,3,15,January,1,winter,18
355,15,Monday,1,3,15,January,1,winter,19
356,15,Monday,1,3,15,January,1,winter,20
357,15,Monday,1,3,15,January,1,winter,21
358,15,Monday,1,3,15,January,1,winter,22
359,15,Monday,1,3,15,January,1,winter,23
360,15,Monday,1,3,15,January,1,winter,24
361,16,Tuesday,2,3,16,January,1,winter,25
362,16,Tuesday,2,3,16,January,1,winter,26
363,16,Tuesday,2,3,16,January,1,winter,27
364,16,Tuesday,2,3,16,January,1,winter,28
365,16,Tuesday,2,3,16,January,1,winter,29
366,16,Tuesday,2,3,16,January,1,winter,30
367,16,Tuesday,2,3,16,January,1,winter,31
368,16,Tuesday,2,3,16,January,1,winter,32
369,16,Tuesday,2,3,16,January,1,winter,33
370,16,Tuesday,2,3,16,January,1,winter,34
371,16,Tuesday,2,3,16,January,1,winter,35
372,16,Tuesday,2,3,16,January,1,winter,36
373,16,Tuesday,2,3,16,January,1,winter,37
374,16,Tuesday,2,3,16,January,1,winter,38
375,16,Tuesday,2,3,16,January,1,winter,39
376,16,Tuesday,2,3,16,January,1,winter,40
377,16,Tuesday,2,3,16,January,1,winter,41
378,16,Tuesday,2,3,16,January,1,winter,42
379,16,Tuesday,2,3,16,January,1,winter,43
380,16,Tuesday,2,3,16,January,1,winter,44
381,16,Tuesday,2,3,16,January,1,winter,45
382,16,Tuesday,2,3,16,January,1,winter,46
383,16,Tuesday,2,3,16,January,1,winter,47
384,16,Tuesday,2,3,16,January,1,winter,48
385,17,Wednesday,3,3,17,January,1,winter,49
386,17,Wednesday,3,3,17,January,1,winter,50
387,17,Wednesday,3,3,17,January,1,winter,51
388,17,Wednesday,3,3,17,January,1,winter,52
389,17,Wednesday,3,3,17,January,1,winter,53
390,17,Wednesday,3,3,17,January,1,winter,54
391,17,Wednesday,3,3,17,January,1,winter,55
392,17,Wednesday,3,3,17,January,1,winter,56
393,17,Wednesday,3,3,17,January,1,winter,57
394,17,Wednesday,3,3,17,January,1,winter,58
395,17,Wednesday,3,3,17,January,1,winter,59
396,17,Wednesday,3,3,17,January,1,winter,60
397,17,Wednesday,3,3,17,January,1,winter,61
398,17,Wednesday,3,3,17,January,1,winter,62
399,17,Wednesday,3,3,17,January,1,winter,63
400,17,Wednesday,3,3,17,January,1,winter,64
401,17,Wednesday,3,3,17,January,1,winter,65
402,17,Wednesday,3,3,17,January,1,winter,66
403,17,Wednesday,3,3,17,January,1,winter,67
404,17,Wednesday,3,3,17,January,1,winter,68
405,17,Wednesday,3,3,17,January,1,winter,69
406,17,Wednesday,3,3,17,January,1,winter,70
407,17,Wednesday,3,3,17,January,1,winter,71
408,17,Wednesday,3,3,17,January,1,winter,72
409,18,Thursday,4,3,18,January,1,winter,73
410,18,Thursday,4,3,18,January,1,winter,74
411,18,Thursday,4,3,18,January,1,winter,75
412,18,Thursday,4,3,18,January,1,winter,76
413,18,Thursday,4,3,18,January,1,winter,77
414,18,Thursday,4,3,18,January,1,winter,78
415,18,Thursday,4,3,18,January,1,winter,79
416,18,Thursday,4,3,18,January,1,winter,80
417,18,Thursday,4,3,18,January,1,winter,81
418,18,Thursday,4,3,18,January,1,winter,82
419,18,Thursday,4,3,18,January,1,winter,83
420,18,Thursday,4,3,18,January,1,winter,84
421,18,Thursday,4,3,18,January,1,winter,85
422,18,Thursday,4,3,18,January,1,winter,86
423,18,Thursday,4,3,18,January,1,winter,87
424,18,Thursday,4,3,18,January,1,winter,88
425,18,Thursday,4,3,18,January,1,winter,89
426,18,Thursday,4,3,18,January,1,winter,90
427,18,Thursday,4,3,18,January,1,winter,91
428,18,Thursday,4,3,18,January,1,winter,92
429,18,Thursday,4,3,18,January,1,winter,93
430,18,Thursday,4,3,18,January,1,winter,94
431,18,Thursday,4,3,18,January,1,winter,95
432,18,Thursday,4,3,18,January,1,winter,96
433,19,Friday,5,3,19,January,1,winter,97
434,19,Friday,5,3,19,January,1,winter,98
435,19,Friday,5,3,19,January,1,winter,99
436,19,Friday,5,3,19,January,1,winter,100
437,19,Friday,5,3,19,January,1,winter,101
438,19,Friday,5,3,19,January,1,winter,102
439,19,Friday,5,3,19,January,1,winter,103
440,19,Friday,5,3,19,January,1,winter,104
441,19,Friday,5,3,19,January,1,winter,105
442,19,Friday,5,3,19,January,1,winter,106
443,19,Friday,5,3,19,January,1,winter,107
444,19,Friday,5,3,19,January,1,winter,108
445,19,Friday,5,3,19,January,1,winter,109
446,19,Friday,5,3,19,January,1,winter,110
447,19,Friday,5,3,19,January,1,winter,111
448,19,Friday,5,3,19,January,1,winter,112
449,19,Friday,5,3,19,January,1,winter,113
450,19,Friday,5,3,19,January,1,winter,114
451,19,Friday,5,3,19,January,1,winter,115
452,19,Friday,5,3,19,January,1,winter,116
453,19,Friday,5,3,19,January,1,winter,117
454,19,Friday,5,3,19,January,1,winter,118
455,19,Friday,5,3,19,January,1,winter,119
456,19,Friday,5,3,19,January,1,winter,120
457,20,Saturday,6,3,20,January,1,winter,121
458,20,Saturday,6,3,20,January,1,winter,122
459,20,Saturday,6,3,20,January,1,winter,123
460,20,Saturday,6,3,20,January,1,winter,124
461,20,Saturday,6,3,20,January,1,winter,125
462,20,Saturday,6,3,20,January,1,winter,126
463,20,Saturday,6,3,20,January,1,winter,127
464,20,Saturday,6,3,20,January,1,winter,128
465,20,Saturday,6,3,20,January,1,winter,129
466,20,Saturday,6,3,20,January,1,winter,130
467,20,Saturday,6,3,20,January,1,winter,131
468,20,Saturday,6,3,20,January,1,winter,132
469,20,Saturday,6,3,20,January,1,winter,133
470,20,Saturday,6,3,20,January,1,winter,134
471,20,Saturday,6,3,20,January,1,winter,135
472,20,Saturday,6,3,20,January,1,winter,136
473,20,Saturday,6,3,20,January,1,winter,137
474,20,Saturday,6,3,20,January,1,winter,138
475,20,Saturday,6,3,20,January,1,winter,139
476,20,Saturday,6,3,20,January,1,winter,140
477,20,Saturday,6,3,20,January,1,winter,141
478,20,Saturday,6,3,20,January,1,winter,142
479,20,Saturday,6,3,20,January,1,winter,143
480,20,Saturday,6,3,20,January,1,winter,144
481,21,Sunday,7,3,21,January,1,winter,145
482,21,Sunday,7,3,21,January,1,winter,146
483,21,Sunday,7,3,21,January,1,winter,147
484,21,Sunday,7,3,21,January,1,winter,148
485,21,Sunday,7,3,21,January,1,winter,149
486,21,Sunday,7,3,21,January,1,winter,150
487,21,Sunday,7,3,21,January,1,winter,151
488,21,Sunday,7,3,21,January,1,winter,152
489,21,Sunday,7,3,21,January,1,winter,153
490,21,Sunday,7,3,21,January,1,winter,154
491,21,Sunday,7,3,21,January,1,winter,155
492,21,Sunday,7,3,21,January,1,winter,156
493,21,Sunday,7,3,21,January,1,winter,157
494,21,Sunday,7,3,21,January,1,winter,158
495,21,Sunday,7,3,21,January,1,winter,159
496,21,Sunday,7,3,21,January,1,winter,160
497,21,Sunday,7,3,21,January,1,winter,161
498,21,Sunday,7,3,21,January,1,winter,162
499,21,Sunday,7,3,21,January,1,winter,163
500,21,Sunday,7,3,21,January,1,winter,164
501,21,Sunday,7,3,21,January,1,winter,165
502,21,Sunday,7,3,21,January,1,winter,166
503,21,Sunday,7,3,21,January,1,winter,167
504,21,Sunday,7,3,21,January,1,winter,168
505,22,Monday,1,4,22,January,1,winter,1
506,22,Monday,1,4,22,January,1,winter,2
507,22,Monday,1,4,22,January,1,winter,3
508,22,Monday,1,4,22,January,1,winter,4
509,22,Monday,1,4,22,January,1,winter,5
510,22,Monday,1,4,22,January,1,winter,6
511,22,Monday,1,4,22,January,1,winter,7
512,22,Monday,1,4,22,January,1,winter,8
513,22,Monday,1,4,22,January,1,winter,9
514,22,Monday,1,4,22,January,1,winter,10
515,22,Monday,1,4,22,January,1,winter,11
516,22,Monday,1,4,22,January,1,winter,12
517,22,Monday,1,4,22,January,1,winter,13
518,22,Monday,1,4,22,January,1,winter,14
519,22,Monday,1,4,22,January,1,winter,15
520,22,Monday,1,4,22,January,1,winter,16
521,22,Monday,1,4,22,January,1,winter,17
522,22,Monday,1,4,22,January,1,winter,18
523,22,Monday,1,4,22,January,1,winter,19
524,22,Monday,1,4,22,January,1,winter,20
525,22,Monday,1,4,22,January,1,winter,21
526,22,Monday,1,4,22,January,1,winter,22
527,22,Monday,1,4,22,January,1,winter,23
528,22,Monday,1,4,22,January,1,winter,24
529,23,Tuesday,2,4,23,January,1,winter,25
530,23,Tuesday,2,4,23,January,1,winter,26
531,23,Tuesday,2,4,23,January,1,winter,27
532,23,Tuesday,2,4,23,January,1,winter,28
533,23,Tuesday,2,4,23,January,1,winter,29
534,23,Tuesday,2,4,23,January,1,winter,30
535,23,Tuesday,2,4,23,January,1,winter,31
536,23,Tuesday,2,4,23,January,1,winter,32
537,23,Tuesday,2,4,23,January,1,winter,33
538,23,Tuesday,2,4,23,January,1,winter,34
539,23,Tuesday,2,4,23,January,1,winter,35
540,23,Tuesday,2,4,23,January,1,winter,36
541,23,Tuesday,2,4,23,January,1,winter,37
542,23,Tuesday,2,4,23,January,1,winter,38
543,23,Tuesday,2,4,23,January,1,winter,39
544,23,Tuesday,2,4,23,January,1,winter,40
545,23,Tuesday,2,4,23,January,1,winter,41
546,23,Tuesday,2,4,23,January,1,winter,42
547,23,Tuesday,2,4,23,January,1,winter,43
548,23,Tuesday,2,4,23,January,1,winter,44
549,23,Tuesday,2,4,23,January,1,winter,45
550,23,Tuesday,2,4,23,January,1,winter,46
551,23,Tuesday,2,4,23,January,1,winter,47
552,23,Tuesday,2,4,23,January,1,winter,48
553,24,Wednesday,3,4,24,January,1,winter,49
554,24,Wednesday,3,4,24,January,1,winter,50
555,24,Wednesday,3,4,24,January,1,winter,51
556,24,Wednesday,3,4,24,January,1,winter,52
557,24,Wednesday,3,4,24,January,1,winter,53
558,24,Wednesday,3,4,24,January,1,winter,54
559,24,Wednesday,3,4,24,January,1,winter,55
560,24,Wednesday,3,4,24,January,1,winter,56
561,24,Wednesday,3,4,24,January,1,winter,57
562,24,Wednesday,3,4,24,January,1,winter,58
563,24,Wednesday,3,4,24,January,1,winter,59
564,24,Wednesday,3,4,24,January,1,winter,60
565,24,Wednesday,3,4,24,January,1,winter,61
566,24,Wednesday,3,4,24,January,1,winter,62
567,24,Wednesday,3,4,24,January,1,winter,63
568,24,Wednesday,3,4,24,January,1,winter,64
569,24,Wednesday,3,4,24,January,1,winter,65
570,24,Wednesday,3,4,24,January,1,winter,66
571,24,Wednesday,3,4,24,January,1,winter,67
572,24,Wednesday,3,4,24,January,1,winter,68
573,24,Wednesday,3,4,24,January,1,winter,69
574,24,Wednesday,3,4,24,January,1,winter,70
575,24,Wednesday,3,4,24,January,1,winter,71
576,24,Wednesday,3,4,24,January,1,winter,72
577,25,Thursday,4,4,25,January,1,winter,73
578,25,Thursday,4,4,25,January,1,winter,74
579,25,Thursday,4,4,25,January,1,winter,75
580,25,Thursday,4,4,25,January,1,winter,76
